,years,data,hindcast
0,1980,289.857,289.9971663253811
1,1984,290.615,290.61439700121446
2,1988,289.369,289.8896260704904
3,1991,290.621,291.1410082427037
4,1993,288.381,289.8120390002517
5,1995,292.137,291.6961222208478
6,1998,289.453,289.17274457940783
7,1999,290.354,290.3775451875687
8,2000,290.298,290.2585872943894
9,2001,291.262,290.2539949954561
10,2005,289.14,289.97837722202934
11,2007,290.037,291.01001977824154
12,2008,290.27,290.2024056351857
13,2009,291.493,291.34749461171134
14,2010,289.717,290.2371936986336
15,2011,289.628,289.3387985542975
16,2012,291.173,290.0654348634686
17,2015,291.252,291.3085501886561
18,2016,290.919,290.0232737209907
19,2019,291.474,290.72522080907476
20,1981,289.6,290.2517999503176
21,1982,290.118,290.13114351220105
22,1983,290.769,290.8863136873657
23,1985,288.736,288.8738448686183
24,1986,288.362,288.75662818374843
25,1987,288.999,289.4794865147695
26,1989,290.066,290.24888030641466
27,1990,291.142,289.6760898492067
28,1992,290.536,290.7828194898796
29,1994,290.51,290.20187569230166
30,1996,290.269,289.97409379169375
31,1997,293.223,291.5260449204171
32,2002,291.529,291.24282388478815
33,2003,291.843,291.66456767986347
34,2004,291.539,289.9599592270774
35,2006,289.426,290.2108198364381
36,2013,290.902,290.8228675136071
37,2014,289.208,290.7617001103871
38,2017,290.324,291.21571098109814
39,2018,291.362,291.79552999980615
