,pc1
0,-3.680389278681716
1,0.09938443576316813
2,4.528381100750106
3,4.34341432482522
4,2.0847247223417136
5,6.394508728508471
6,3.225906935270496
7,13.269384667296347
8,-8.638175369604953
9,-17.61540495791152
10,-4.76287888804129
11,4.067553894269652
12,7.238121991886433
13,5.593527476180072
14,8.09962326012573
15,-8.865951749188664
16,5.9620341447554
17,-14.388587553879379
18,-5.6128276111794655
19,-1.3427413706108264
20,-0.5526430456213878
21,-0.17861764834560653
22,0.2682611583932266
23,-4.933831029751395
24,1.3072960236298088
25,-2.4549876477662402
26,-3.8528178874524857
27,4.901540350855989
28,-11.97105625533181
29,15.095204049389631
30,0.2490552110558022
31,5.265347789218
32,-0.27301804808029784
33,-3.4691571895921505
34,9.183961074857937
35,3.277286935393631
36,11.425977163654773
37,-1.1004901248721894
38,-14.032102303131518
39,-8.155687323829497
