,pc1
0,0.04844651947260434
1,-0.18880487748546948
2,-9.589328699446064
3,-5.401116679698479
4,2.2654946054947387
5,-21.31006360688877
6,9.117753879043637
7,-7.633416349717409
8,-2.3734793566769916
9,16.585195068724868
10,-16.287694090521917
11,-3.265165686246324
12,20.528017469566223
13,1.354587032315954
14,-5.416145060927463
15,20.22950106085387
16,-17.41467547246495
17,9.00908929651617
18,-3.594376087682408
19,13.336476621217061
20,-10.846327170826155
21,-1.6097303242501992
22,-9.97320534622246
23,6.536643219856734
24,-3.1497355746066744
25,1.0052934250512773
26,-0.32725976328185885
27,-2.3895078675561234
28,13.454065979675555
29,3.275373059308989
30,-1.7696672086433343
31,-4.1627594190953205
32,-1.3210725720125773
33,9.494999746312521
34,14.49733644944072
35,1.0345073916042262
36,-2.0462928158161775
37,-14.009206436993992
38,4.068987826591019
39,-1.7630478322905487
