,years,data,hindcast
0,1980,278.43,280.0999853293376
1,1981,280.548,279.60371865002145
2,1987,280.287,281.25512516217543
3,1988,279.768,280.40080892210227
4,1992,281.242,281.40267165885047
5,1993,275.969,278.9062700776649
6,1994,283.18,282.1121009678546
7,1996,279.45,280.36288515036654
8,1997,279.988,279.7937920682512
9,1998,277.399,278.5173613652212
10,2001,281.038,280.30835202056574
11,2002,281.246,280.64466174040945
12,2003,281.185,280.20720786461845
13,2004,280.022,279.3627323468898
14,2005,280.714,280.28256930403194
15,2006,282.748,281.6896760677242
16,2010,279.101,279.2207468256918
17,2012,280.219,280.86687734204423
18,2013,280.357,281.4397025962772
19,2019,279.808,278.19623914521674
20,2021,281.017,279.0425153946843
21,1982,281.542,281.4116995435346
22,1983,280.043,280.567042454754
23,1984,281.547,280.80461277038734
24,1985,276.482,278.7672313394516
25,1986,281.399,280.4711839141694
26,1989,279.225,279.5688676818712
27,1990,279.704,279.3942229368704
28,1991,279.096,280.3754682969927
29,1995,280.449,280.41322073938363
30,1999,280.361,279.6877427175928
31,2000,281.026,280.46395689997524
32,2007,280.527,280.8410229537377
33,2008,280.383,280.5408401039113
34,2009,282.63,280.63751378608464
35,2011,280.865,279.9713794712223
36,2014,281.428,280.70482041512696
37,2015,283.104,281.8157513488718
38,2016,279.21,279.9595468748004
39,2017,280.834,280.4708591357424
40,2018,280.069,282.04135421154166
41,2020,282.138,283.1536624039776
