,pc1,target,phase_label
0,818.0519225420582,282.943,1
1,645.3269678593925,282.369,1
2,703.2129679629214,283.884,1
3,845.9484286105782,284.738,1
4,805.2390866007655,284.108,1
5,923.3299437696436,284.252,1
6,892.9600104584225,282.913,1
7,848.0484734251816,283.242,1
8,956.480937496227,284.65,1
9,986.1031026837512,287.358,1
10,1042.8755459738334,286.908,1
11,767.529629701713,283.493,1
12,750.9372521279647,284.007,1
13,887.1277979769184,284.836,1
14,727.4213432823044,283.751,1
15,819.7897926179973,286.638,1
16,740.5863584511062,283.443,1
17,720.066602603461,283.35,1
18,791.8791730323794,286.493,1
19,745.6010704680581,284.784,1
0,45.09805030098946,284.418,2
1,18.080696960496,284.197,2
2,193.65357527548645,284.946,2
3,45.668409032615344,285.643,2
4,367.04832585842934,285.161,2
5,90.49311353920558,283.647,2
6,-395.9940682686414,281.561,2
7,-233.26768718793912,282.413,2
8,361.1152205085065,286.166,2
9,-95.01621222129353,284.354,2
10,-95.42425667969246,283.261,2
11,-419.4700445577113,284.089,2
12,-86.01428530683006,283.045,2
13,-168.47051347014278,281.324,2
14,-57.92582419601231,284.575,2
15,515.3324678395473,286.611,2
16,601.197130138765,283.55,2
17,202.9848433736103,284.115,2
18,437.2821012935288,285.349,2
19,558.5525198261945,285.394,2
