,years,data,hindcast
0,1980,288.542,287.8479620365386
1,1986,284.947,286.3390211845948
2,1987,287.798,288.15160996597035
3,1993,286.379,286.3479154755532
4,1998,288.047,287.08538096719985
5,1999,290.397,289.5845480811483
6,2000,288.952,288.7690314000548
7,2001,286.703,288.1108624805635
8,2006,290.885,290.15785088404255
9,2007,287.305,287.1850185239257
10,2008,286.909,287.7650993569979
11,2009,288.244,287.1500770267575
12,2010,286.854,288.1433913070285
13,2011,288.688,287.48634934334143
14,2012,287.323,287.7768759826531
15,2014,289.191,287.7799798161499
16,2015,286.663,287.47424846953675
17,2016,290.729,289.1563741808374
18,2019,287.939,288.90628916473986
19,2020,288.427,288.3053077971481
20,2021,289.197,290.59580655521813
21,1981,288.252,288.55448681221145
22,1982,288.852,288.4045959072429
23,1983,287.357,287.0981834705331
24,1984,286.735,287.12699098126757
25,1985,287.425,287.6440983137842
26,1988,287.103,287.8311003521136
27,1989,288.678,288.47829079051144
28,1990,286.559,287.2421058132778
29,1991,288.298,288.02005243724705
30,1992,287.579,287.54119449564223
31,1994,286.749,286.85937804480557
32,1995,287.466,287.6540250401202
33,1996,286.063,287.9040952526112
34,1997,287.549,287.02353814017425
35,2002,288.122,287.62818733799503
36,2003,287.965,287.4398317884866
37,2004,288.368,288.31291441845616
38,2005,289.039,288.277669034139
39,2013,287.608,287.58168272773787
40,2017,287.154,287.09677350947715
41,2018,288.213,287.41480533216566
