,years,data,hindcast
0,1981,288.252,288.06913376098964
1,1983,287.357,286.80671531962804
2,1984,286.735,286.7142214077659
3,1985,287.425,287.34868530610345
4,1988,287.103,287.78794802788053
5,1989,288.678,287.51415751087063
6,1995,287.466,288.0411928970065
7,1996,286.063,286.5833457348823
8,1998,288.047,287.26758296295105
9,1999,290.397,288.86827734190445
10,2000,288.952,288.9444459411049
11,2005,289.039,289.06886865004304
12,2007,287.305,287.65469627823546
13,2008,286.909,287.99370142796664
14,2010,286.854,287.3132373897527
15,2011,288.688,287.3912824525136
16,2012,287.323,287.536438649593
17,2013,287.608,288.3099831400507
18,2016,290.729,290.4302303764918
19,2017,287.154,288.4398554242674
20,1980,288.542,287.27913878074395
21,1982,288.852,287.6079979298335
22,1986,284.947,285.7023220662932
23,1987,287.798,287.7998529306652
24,1990,286.559,287.520309176337
25,1991,288.298,287.89639272436574
26,1992,287.579,286.7193796532155
27,1993,286.379,286.42040005796304
28,1994,286.749,286.977212102529
29,1997,287.549,288.70012115357423
30,2001,286.703,288.0519883654797
31,2002,288.122,288.1114597341928
32,2003,287.965,288.9339704213626
33,2004,288.368,288.26931761047405
34,2006,290.885,288.91574266954905
35,2009,288.244,287.99788038995007
36,2014,289.191,288.37044043842826
37,2015,286.663,287.7045448398852
38,2018,288.213,287.84752250674035
39,2019,287.939,288.7190064484176
