,pc1
0,7.236626109871123
1,2.6581675367788518
2,4.0676500443474835
3,-1.2354428084844182
4,3.9631855143144947
5,5.84526985229706
6,9.64619699035601
7,0.9737846306391462
8,-1.7296112710652687
9,-4.129339702611574
10,-2.759676667750484
11,-0.3966696406340368
12,-1.3324046860043386
13,-1.6561950411010444
14,1.2455435709055536
15,-7.663514328819068
16,-2.556074024396887
17,-3.0298643850325337
18,-4.248030868209489
19,-4.899284560739961
20,-10.906574825072147
21,-2.068344949296884
22,1.799597724060738
23,0.3991470496788839
24,-3.3837118723143145
25,-1.1190957358840221
26,-5.197218631988861
27,-7.8189498541643845
28,-2.101176922147041
29,-0.713861551127945
30,3.2184113241976244
31,-7.519587322648952
32,-0.053167807773944586
33,-2.393512013846882
34,6.921336179321471
35,-4.751905255461235
36,2.2611411171782936
37,12.361338193674301
38,7.140644198460789
39,13.925469555849483
