,pc1
0,-167.24863170253803
1,-110.04112698004049
2,-218.2585480151257
3,-415.95285327612265
4,-568.918412089793
5,1082.763190449783
6,-336.4670168872175
7,340.26239556068026
8,145.7727186924447
9,331.54587588542057
10,-313.2254830562132
11,-197.96527353951936
12,699.6651931870903
13,-284.10197319129765
14,-251.29084286608676
15,26.320769456231417
16,-485.0510517847032
17,192.608040225654
18,815.6200524966939
19,-286.03760010517897
20,297.62288283002215
21,760.2181546630558
22,568.9775182809432
23,7.064087703141556
24,-834.4612558365984
25,-388.2893555505151
26,-31.468261892066586
27,-452.27287379639415
28,-582.8247236888665
29,284.94804367287304
30,344.4447853222999
31,-489.2211533209561
32,366.701303601784
33,127.30689956588675
34,-76.9042559270178
35,-192.8668657945527
36,734.737893730656
37,0.22842903339727005
38,246.34057419819865
39,-690.2818272808927
