,years,data,hindcast
0,1981,280.548,279.6420341746971
1,1983,280.043,280.16253515300485
2,1985,276.482,277.1936629369169
3,1988,279.768,280.01018035667255
4,1989,279.225,280.02017136808666
5,1995,280.449,280.0243806737326
6,1996,279.45,278.82821907278907
7,1998,277.399,278.83477796799275
8,1999,280.361,280.46405159236866
9,2000,281.026,280.37327028686144
10,2005,280.714,279.8880775132208
11,2007,280.527,279.65352484088726
12,2008,280.383,280.5670762070839
13,2010,279.101,279.45528179035756
14,2011,280.865,280.1602172786652
15,2012,280.219,281.6891882328114
16,2013,280.357,279.6434190653236
17,2016,279.21,279.92713894585194
18,2017,280.834,280.72121839232784
19,2020,282.138,282.24275446007556
20,2021,281.017,280.61481969027125
21,1980,278.43,278.40889342977374
22,1982,281.542,281.8627311956112
23,1984,281.547,281.2887525642745
24,1986,281.399,280.2510794509048
25,1987,280.287,279.7159506462035
26,1990,279.704,279.6216564222491
27,1991,279.096,280.5013802465609
28,1992,281.242,279.5940331753158
29,1993,275.969,277.6148932834727
30,1994,283.18,282.18173904977624
31,1997,279.988,281.24181639432123
32,2001,281.038,281.22199923517906
33,2002,281.246,279.4397026179837
34,2003,281.185,281.9071468216132
35,2004,280.022,280.740670559329
36,2006,282.748,281.70218729919225
37,2009,282.63,282.0640468755101
38,2014,281.428,282.124293757899
39,2015,283.104,283.06411105251505
40,2018,280.069,280.01732854030143
41,2019,279.808,281.097587382014
