,years,data,hindcast
0,1982,35.431,57.23935837105289
1,1984,21.79,65.05695563580613
2,1985,78.559,68.87059206235715
3,1986,64.688,55.29456044278835
4,1989,78.439,55.35388092760525
5,1996,11.86,53.87873625673994
6,1997,28.147,59.673639293936525
7,1999,65.297,55.02774503247643
8,2000,76.353,58.123547950753114
9,2001,95.436,62.149336434514204
10,2002,60.53,46.227404994757535
11,2004,45.281,38.85368910630859
12,2006,51.755,57.909387599731474
13,2008,37.054,43.16817361916963
14,2009,23.97,51.61011251156852
15,2011,17.259,49.97063351991579
16,2012,93.777,64.30677105991296
17,2014,52.13,39.81123692461866
18,2017,30.591,35.88592749526603
19,2018,102.506,52.441310760720825
20,1980,41.59,37.19123452087399
21,1981,35.788,37.936556866936826
22,1983,105.42,100.52767715095035
23,1987,33.606,46.35954828806087
24,1988,27.742,28.577212006073683
25,1990,64.463,45.33183781786667
26,1991,46.967,44.14779895124313
27,1992,57.617,56.37008978542524
28,1993,50.114,50.41680953275041
29,1994,85.773,36.94415306843769
30,1995,42.515,46.020571579699656
31,1998,131.575,106.66983551200107
32,2003,51.564,40.838965497149225
33,2005,77.407,52.312819419678384
34,2007,1.605,34.4869993661357
35,2010,27.16,67.19160725799344
36,2013,31.149,30.059886355126704
37,2015,27.186,34.12425278553023
38,2016,67.439,84.67971069987576
39,2019,32.685,59.17743353819097
