,years,data,hindcast
0,1981,37.258,35.23330569372704
1,1984,27.303,41.223585572352505
2,1985,104.175,76.33724323719179
3,1988,72.625,30.83267417583145
4,1989,58.181,65.0798442509372
5,1995,22.497,36.26989251222096
6,1996,98.744,94.79474276684157
7,1998,67.593,55.8740857943593
8,1999,99.367,114.21885496837587
9,2000,51.303,74.51029748535342
10,2001,107.73,80.07071073089372
11,2006,192.569,156.32737725001323
12,2007,52.895,48.26299221666518
13,2008,114.817,126.04793325090571
14,2010,146.264,131.31761772399665
15,2011,128.736,124.97964815153317
16,2013,40.892,51.15719260852621
17,2016,57.581,94.0707283777917
18,2017,75.391,95.94326334628349
19,2018,94.606,117.97500988619976
20,1980,67.597,75.06814775249126
21,1982,88.868,77.93934985366914
22,1983,31.294,56.01228613449537
23,1986,85.939,38.22186887295677
24,1987,87.189,61.30947439138069
25,1990,43.995,44.08361312809295
26,1991,22.764,56.38435159150301
27,1992,128.278,87.79714491346331
28,1993,65.7,65.9384299135044
29,1994,89.989,106.26530480702365
30,1997,54.355,88.07660495602708
31,2002,146.934,129.67378217905446
32,2003,22.521,63.74297228971811
33,2004,153.639,126.54910128865984
34,2005,101.65,74.85297104169533
35,2009,46.274,56.2757036160301
36,2012,90.667,79.42699732790686
37,2014,126.343,128.93313194366186
38,2015,123.29,122.1002773041096
39,2019,76.337,114.971486694556
