,years,data,hindcast
0,1981,286.963,287.6413117904302
1,1984,286.033,285.78488111348196
2,1985,286.165,286.69213276358767
3,1988,287.197,287.17451466931783
4,1989,288.071,288.202617133757
5,1996,287.712,288.1754269006967
6,1999,287.621,287.88735587917864
7,2000,288.429,288.0953903533614
8,2001,287.617,287.71932977251845
9,2003,290.192,288.9754060369512
10,2004,288.265,288.1751931199782
11,2006,288.786,289.3460590878881
12,2007,289.67,288.7038245054313
13,2008,288.751,287.5494608585395
14,2009,288.158,288.0509687490713
15,2011,288.613,288.58778249770205
16,2012,287.481,288.1726753996943
17,2013,287.47,288.0005702076752
18,2018,289.498,289.41715509950365
19,2020,289.812,290.4235912148308
20,2021,290.233,289.96135284640485
21,1980,287.384,288.76780150687847
22,1982,288.824,288.4613428530342
23,1983,288.432,288.89820907773856
24,1986,288.436,289.0046461066658
25,1987,286.231,286.90307886948693
26,1990,287.653,288.2173208818674
27,1991,285.445,286.38357429297855
28,1992,289.512,288.32549335944225
29,1993,288.312,288.42698880501445
30,1994,287.733,288.7458084549454
31,1995,287.092,288.8388780292633
32,1997,288.236,288.34497828252023
33,1998,288.371,287.3166533609771
34,2002,289.009,289.12440246283063
35,2005,288.992,287.87315862084404
36,2010,288.57,287.59427073257945
37,2014,288.605,288.3641908242879
38,2015,288.026,288.21548973528553
39,2016,289.06,288.4841548127762
40,2017,290.512,289.5422762594519
41,2019,290.286,288.88828267113166
