,years,data,hindcast
0,1980,287.384,287.691641354742
1,1981,286.963,287.2041485840717
2,1984,286.033,285.56444015434886
3,1985,286.165,286.4632966953385
4,1987,286.231,286.94334327425344
5,1988,287.197,287.5697369897302
6,1989,288.071,287.4847758508583
7,1990,287.653,287.85870804974337
8,1991,285.445,287.41310272086486
9,1993,288.312,287.6747152478109
10,1995,287.092,287.9447853823593
11,1996,287.712,287.5707923136929
12,1998,288.371,289.47822020678103
13,2004,288.265,288.1226320676813
14,2008,288.751,287.3079011181106
15,2010,288.57,288.252455397132
16,2011,288.613,287.5760931662044
17,2013,287.47,288.0789173006691
18,2018,289.498,288.64347751431256
19,2019,290.286,289.2388166112953
20,1982,288.824,288.3586552568982
21,1983,288.432,289.1204540605275
22,1986,288.436,288.19424467282414
23,1992,289.512,288.608170810463
24,1994,287.733,288.51102281489625
25,1997,288.236,288.203068615125
26,1999,287.621,287.9711887515996
27,2000,288.429,288.44472536923104
28,2001,287.617,288.3817760693082
29,2002,289.009,288.6796791563409
30,2003,290.192,288.88519527511045
31,2005,288.992,288.78355123320847
32,2006,288.786,288.34582821949397
33,2007,289.67,288.83535628416365
34,2009,288.158,288.22737583900994
35,2012,287.481,288.15747077629567
36,2014,288.605,289.0644505507823
37,2015,288.026,289.1098591803659
38,2016,289.06,289.78997926363513
39,2017,290.512,289.6589478007214
