,pc1
0,161.19256521032776
1,-169.82545196584616
2,167.4804793576986
3,-271.646582285068
4,-285.2643290080461
5,134.43555603420995
6,60.376275214689144
7,-112.2043298189911
8,109.34741675826625
9,-24.840143183911042
10,207.95054612528708
11,-300.3102167749558
12,109.38767074611759
13,-103.2198042369225
14,55.63006526558903
15,-123.95819521022965
16,-97.5510276482849
17,527.6884403665878
18,144.3577210419494
19,-189.02630537186758
20,-12.8456896606871
21,62.84499322045392
22,84.37107306639533
23,-303.9524571486492
24,-187.61155635754577
25,-252.63773504851068
26,17.767722358887106
27,-393.7324843267846
28,115.19347996798216
29,-41.60673920516013
30,198.93771016811837
31,-164.3366450171378
32,-24.64260484979594
33,197.35450684800549
34,221.74381021545358
35,-489.32639601751123
36,751.3661105123718
37,237.49259272018762
38,48.66646261014495
39,-65.04440673703967
