,years,data,hindcast
0,1982,43.574,65.87409691309257
1,1984,127.765,78.2821664830691
2,1985,62.145,69.60926169571115
3,1986,118.281,89.05953042704347
4,1988,138.661,92.1115645804226
5,1990,62.735,89.36904394826303
6,1991,65.731,56.88369817241441
7,1992,40.056,57.73740681733134
8,1996,16.128,59.07160453972402
9,1997,8.558,46.150793167170264
10,1998,88.083,94.63087156710853
11,2001,85.522,92.5839141340646
12,2002,67.263,39.2666992359611
13,2003,73.574,77.58108087453918
14,2006,18.287,47.967426981261966
15,2008,98.91,81.63973042953296
16,2009,59.608,57.030623572414406
17,2010,49.822,57.82370330498448
18,2011,71.904,20.638932259200047
19,2013,56.091,79.38585089669068
20,1980,58.656,53.63723148735212
21,1981,93.396,51.11313761975356
22,1983,104.552,81.29527724297891
23,1987,40.212,66.3924207396912
24,1989,24.55,26.883653927179665
25,1993,79.516,75.93898543889222
26,1994,85.403,86.7682490327492
27,1995,129.885,97.56715399170727
28,1999,91.58,91.49084658886933
29,2000,47.352,78.81147635651071
30,2004,107.224,89.41556187079642
31,2005,53.984,77.28408057636669
32,2007,116.525,109.86842847308554
33,2012,90.297,106.13171269636274
34,2014,90.505,101.48133002094931
35,2015,107.204,93.57837809607176
36,2016,107.938,109.78241738722716
37,2017,56.353,74.99157958259948
38,2018,94.423,85.45306422573387
39,2019,48.71,70.3800146451229
