,pc1
0,1.4525536044952885
1,-20.3050259008429
2,-44.44909577694271
3,13.893687595036491
4,-36.098539944499386
5,51.33372391530818
6,25.87425307268407
7,-23.016489460009097
8,-16.327728936553953
9,-40.591343871056694
10,39.551867833579365
11,20.663447975310152
12,12.705862594028874
13,56.958993958478295
14,-3.538348043856199
15,-5.131642934873832
16,-22.999960322690722
17,-20.628589025146134
18,58.86051414004009
19,-48.20782388402156
20,-13.254441204636526
21,12.88721643563203
22,2.1686980056630714
23,0.47957023384778635
24,-9.038373799934517
25,-11.258766341761142
26,-5.119052174090039
27,2.2924859274172804
28,3.9633158686220917
29,-8.41827041892589
30,6.659637398264874
31,-1.8840711125241687
32,0.4662082100698932
33,5.592123907908442
34,7.678392838438623
35,18.13719782823948
36,4.10222342303861
37,-14.508982657771105
38,-5.022563880338527
39,4.076559089881339
