,pc1,target,phase_label
0,-23.10463383777454,70.785,1
1,28.579031875447804,81.02,1
2,-65.8843878038577,66.121,1
3,-18.399109426355132,80.055,1
4,-63.399951918243296,77.728,1
5,101.15239457878435,13.215,1
6,-79.63855051425367,94.185,1
7,69.97006665486799,22.462,1
8,-2.47980665045568,89.451,1
9,50.2656598313326,87.335,1
10,12.235610642099587,86.263,1
11,11.688925870072945,47.676,1
12,106.908503178551,63.614,1
13,0.1451595353044035,63.245,1
14,-86.68492548812642,65.31,1
15,22.849930553559787,55.879,1
16,-75.72762541144652,56.222,1
17,74.38047152319187,29.574,1
18,2.560583475894111,46.14,1
19,-65.41772952884925,101.839,1
0,-107.88847252906628,133.083,2
1,85.53096168731024,72.01,2
2,-75.36797353986584,62.897,2
3,-96.41474321314163,114.519,2
4,-30.433657201551835,101.191,2
5,110.79599630597697,25.981,2
6,-2.2527220971013397,29.05,2
7,-1.9524856499370402,89.11,2
8,52.72544134424747,94.794,2
9,30.592348652731342,28.956,2
10,-24.74165005080137,60.097,2
11,-7.890866252665012,40.985,2
12,49.755528073138144,22.165,2
13,-36.735498231943254,110.582,2
14,101.37556985083597,20.289,2
15,93.74653403831157,34.11,2
16,-55.50213586287288,61.79,2
17,-48.58553957641661,69.496,2
18,24.94444681554156,58.125,2
19,-61.7004997734643,81.364,2
