,years,data,hindcast
0,1980,60.543,78.00440264543234
1,1981,42.983,43.1785872957131
2,1982,18.836,49.026534232678515
3,1985,9.737,44.292999157857
4,1987,35.931,48.37060027226293
5,1992,32.844,49.34882972349327
6,1996,60.069,53.52049724389198
7,1997,84.606,68.90019757654534
8,1998,20.72,35.837315997170236
9,2001,83.66,79.02513590719562
10,2002,111.308,80.6057812224841
11,2003,23.337,47.84837252330448
12,2004,64.951,51.02966175781298
13,2007,88.808,36.572523318603366
14,2009,62.017,53.039654615028525
15,2010,91.629,59.086529029257925
16,2011,54.225,78.59290538420188
17,2013,42.502,48.338505395305845
18,2014,81.808,52.90240885985219
19,2016,72.694,85.68655784190848
