,pc1,target,phase_label
0,-639.2731210628749,53.242,1
1,186.86183567141313,118.897,1
2,689.8308795884008,106.87,1
3,-501.74535574363045,49.026,1
4,229.68194496950457,71.891,1
5,-889.0189615630347,14.875,1
6,33.528372313969385,35.415,1
7,420.732779636079,94.81,1
8,653.138729988893,57.327,1
9,763.4510099539847,78.281,1
10,-452.03281726765965,44.951,1
11,-448.01683586043976,63.864,1
12,-43.604745669063355,97.272,1
13,-582.0804309145174,47.375,1
14,-37.31060896083079,85.303,1
15,178.21624687427862,76.444,1
16,960.6552574150838,116.553,1
17,-767.4503577360861,58.692,1
18,70.87232736627121,51.13,1
19,173.5707925872442,63.402,1
0,-208.82277160924713,23.55,2
1,251.60636388962016,102.754,2
2,92.98516469337957,63.013,2
3,-261.13642054527594,69.35,2
4,-106.0895719914451,35.434,2
5,16.376086031844935,48.605,2
6,-33.424727454635835,72.616,2
7,20.478142752717183,59.619,2
8,-21.200256759169893,64.664,2
9,-160.5021006638311,37.014,2
10,79.39079015755314,97.35,2
11,-2.343436260595552,34.522,2
12,-9.387796082041243,68.418,2
13,165.26063206925443,89.413,2
14,393.51840509500414,111.149,2
15,76.43062134599685,61.485,2
16,-227.41759292320768,61.366,2
17,-14.68349580138453,37.424,2
18,30.113678406104015,48.213,2
19,-81.15457430125763,39.454,2
