,years,data,hindcast
0,1980,67.597,71.41253814648927
1,1984,27.303,34.831909325309816
2,1988,72.625,90.70558914437646
3,1991,22.764,55.03079944652687
4,1993,65.7,61.23045790914324
5,1995,22.497,46.20470401066241
6,1998,67.593,86.36734818712247
7,1999,99.367,102.1156187359538
8,2000,51.303,60.48522713852381
9,2001,107.73,106.52534773588668
10,2005,101.65,78.91157554672304
11,2007,52.895,40.14014731593106
12,2008,114.817,69.34815590937167
13,2009,46.274,52.80248171372631
14,2010,146.264,145.381497645004
15,2011,128.736,113.01186151137847
16,2012,90.667,91.61612178599543
17,2015,123.29,78.56895771388706
18,2016,57.581,101.47575979323439
19,2019,76.337,56.82390128475356
20,1981,37.258,56.252404171421176
21,1982,88.868,53.43960660715488
22,1983,31.294,48.982592528045565
23,1985,104.175,74.15683545040307
24,1986,85.939,114.6516857075325
25,1987,87.189,85.99716926625943
26,1989,58.181,79.04631415538124
27,1990,43.995,51.30426694184906
28,1992,128.278,107.93972658206619
29,1994,89.989,87.0140136578183
30,1996,98.744,124.14369925478763
31,1997,54.355,83.52063196088267
32,2002,146.934,166.80183049610065
33,2003,22.521,59.55399410242664
34,2004,153.639,123.05906685786749
35,2006,192.569,121.72477260886353
36,2013,40.892,31.7385614981264
37,2014,126.343,96.6278656532144
38,2017,75.391,119.72883636052615
39,2018,94.606,75.47612613927308
