,years,data,hindcast
0,1984,290.615,290.65114933885354
1,1986,288.362,288.92821688871885
2,1987,288.999,289.3053699273067
3,1990,291.142,290.44105654720477
4,1991,290.621,290.81096883941535
5,1992,290.536,291.0223381267015
6,1993,288.381,289.77034576730887
7,1995,292.137,291.1999007353713
8,1996,290.269,289.466506546755
9,1998,289.453,290.0199819108008
10,1999,290.354,290.39851464472105
11,2004,291.539,290.6853935413802
12,2006,289.426,289.8399805578176
13,2007,290.037,291.4170464382435
14,2009,291.493,291.9838231507563
15,2012,291.173,290.1857541680878
16,2013,290.902,290.93544688229326
17,2015,291.252,291.1776548063099
18,2016,290.919,290.06631210902714
19,2019,291.474,290.7782390729263
20,1980,289.857,289.688376596466
21,1981,289.6,289.89816170741585
22,1982,290.118,290.851476447741
23,1983,290.769,290.9690599035894
24,1985,288.736,290.29106051229445
25,1988,289.369,289.35457933521235
26,1989,290.066,290.1680737525391
27,1994,290.51,291.0344954471224
28,1997,293.223,292.2763843165826
29,2000,290.298,290.1572419130882
30,2001,291.262,290.4713819920372
31,2002,291.529,290.9569490176477
32,2003,291.843,290.1373895687624
33,2005,289.14,290.83150745615154
34,2008,290.27,289.9285406403449
35,2010,289.717,289.8408022080652
36,2011,289.628,290.31338427070085
37,2014,289.208,289.7567618007079
38,2017,290.324,289.80450188923584
39,2018,291.362,290.0988712242939
