,pc1,target,phase_label,year_glvar
0,-6.20845036602724,37.258,1,1981
1,-9.992744559444967,27.303,1,1984
2,-2.102793270733247,104.175,1,1985
3,1.7935241241908577,72.625,1,1988
4,6.848229095047898,58.181,1,1989
5,-6.685242586191817,22.497,1,1995
6,0.8334108617172835,98.744,1,1996
7,2.4472250682501313,67.593,1,1998
8,4.5545401772400265,99.367,1,1999
9,-4.596713896123309,51.303,1,2000
10,-3.4563235815747255,107.73,1,2001
11,-6.044024686578757,52.895,1,2007
12,3.3549138865207273,114.817,1,2008
13,12.923096304427348,146.264,1,2010
14,3.277251868196688,128.736,1,2011
15,-8.870653114365616,40.892,1,2013
16,-3.0488474143087974,57.581,1,2016
17,5.18729774450098,75.391,1,2017
18,-1.2263199018385642,94.606,1,2018
19,-0.1418448693942687,91.375,1,2020
20,11.1539036007223,99.275,1,2021
0,5.512725737011025,67.597,2,1980
1,4.5232119634762915,88.868,2,1982
2,11.639162827989225,31.294,2,1983
3,-10.257338593926082,85.939,2,1986
4,-0.5760137043044758,87.189,2,1987
5,11.92053816376489,43.995,2,1990
6,11.767977183022122,22.764,2,1991
7,-7.331375571250155,128.278,2,1992
8,1.764284117015419,65.7,2,1993
9,0.36662134666024093,89.989,2,1994
10,2.626958520945709,54.355,2,1997
11,-10.733152083539142,146.934,2,2002
12,5.732991467330912,22.521,2,2003
13,-7.973609185193935,153.639,2,2004
14,-5.050389627298787,101.65,2,2005
15,-13.111526379593348,192.569,2,2006
16,4.767781696199037,46.274,2,2009
17,-3.6993015612423115,90.667,2,2012
18,-6.2866961875146625,126.343,2,2014
19,-4.866596290725188,123.29,2,2015
20,9.265308567868214,76.337,2,2019
