,pc1,target,phase_label
0,-0.05428716592714124,284.489,1
1,-0.41474224609798876,285.696,1
2,-0.7950888694448954,285.12,1
3,-1.4477277119799599,283.518,1
4,-2.225437684203889,282.873,1
5,-2.6514098795877636,285.307,1
6,-2.5380170540563562,285.412,1
7,-0.7858664016730357,286.423,1
8,-2.411857277467778,282.564,1
9,1.6957917838907857,287.684,1
10,0.3936973323277803,286.531,1
11,2.214411275204648,285.355,1
12,-2.7452742185561094,283.04,1
13,0.14077540506512287,285.102,1
14,2.5026769401139433,286.464,1
15,1.3949341443981167,286.611,1
16,1.0949988909444552,286.328,1
17,0.17271237530789996,286.411,1
18,2.779700633046426,286.392,1
19,2.7668681722679067,288.522,1
20,0.9130850688571065,284.365,1
0,-5.530070970266704,282.721,2
1,1.348791913016937,286.484,2
2,2.6609184932582153,286.425,2
3,-2.2605467000056185,284.956,2
4,1.5229009346829896,286.977,2
5,0.7630631891163873,286.875,2
6,-1.3957092730550427,286.26,2
7,1.8531358416489578,285.916,2
8,-0.37715707912909346,285.875,2
9,0.743178380853946,284.782,2
10,-0.7051362684808046,284.998,2
11,3.4777008913490404,286.399,2
12,0.9877327833668285,287.857,2
13,-3.121063453630668,283.077,2
14,-4.567852287291564,283.857,2
15,1.8932259304682635,286.005,2
16,-0.376457045480003,284.79,2
17,0.8001623641615102,286.869,2
18,1.2381575124798059,287.239,2
19,2.11107046289156,285.66,2
20,-1.0658618483095177,283.816,2
