,years,data,hindcast
0,1980,288.333,289.9144680768721
1,1981,289.055,289.4564483167667
2,1984,288.322,288.1422927271812
3,1988,288.818,289.3612403641869
4,1989,290.432,288.4669249147076
5,1990,289.347,289.91344179182937
6,1991,291.061,291.0146135804524
7,1992,290.83,290.324012764873
8,1993,288.967,289.8285821661225
9,1995,292.216,290.56882745206644
10,1996,288.974,289.0357840963375
11,1997,290.031,290.2861854764144
12,2004,289.528,290.3757632804976
13,2007,289.656,290.41700072433616
14,2009,290.627,290.5447911130398
15,2010,291.947,290.8256166251633
16,2011,288.608,288.978402911489
17,2012,289.833,289.83895103544853
18,2014,292.264,291.1494568386931
19,2019,291.269,291.6751957435225
