,pc1
0,0.43208299771948855
1,1.3820916342348062
2,0.30928599450275385
3,-0.884339119079362
4,-0.17701249398009222
5,-4.638554698170639
6,-1.4656379024900819
7,-0.5215859675160276
8,1.0240342798479876
9,-0.3111278474663216
10,4.822833338229379
11,0.02578099363280522
12,0.8425407150441533
13,-0.6993544617208817
14,5.177912096238174
15,-3.9967210460399727
16,2.4310814923069706
17,-0.9018593034623472
18,-0.8274000791114545
19,-2.0239982362737696
20,14.618763672602874
21,16.90063642577307
22,6.042883246070938
23,7.261963047281178
24,6.598656973792876
25,-3.0423144053141247
26,-10.398626583069543
27,-0.6226679474641879
28,7.586452734224178
29,6.61991848251672
30,2.6095482257035156
31,-5.611248999858324
32,4.039665198861166
33,-5.188695543829205
34,-2.467231860619036
35,-15.537270396507711
36,-9.049763797782498
37,-0.8753689189295002
38,-5.322694199747727
39,-14.162625744157967
