,years,data,hindcast
0,1982,290.118,290.0785581292552
1,1986,288.362,289.9856999659244
2,1987,288.999,289.44273257499077
3,1989,290.066,289.264416849928
4,1991,290.621,290.18052034791566
5,1994,290.51,290.6413259402289
6,1996,290.269,289.99736666310736
7,1998,289.453,289.6757053179009
8,1999,290.354,290.4080797585763
9,2001,291.262,290.7610719062082
10,2003,291.843,291.3324392921304
11,2004,291.539,290.48145100644905
12,2005,289.14,289.97022096697765
13,2006,289.426,290.2972219726886
14,2009,291.493,290.4522364226849
15,2012,291.173,290.93538380482227
16,2015,291.252,290.73851053543274
17,2016,290.919,290.81880366510774
18,2017,290.324,291.6598314927339
19,2019,291.474,291.475423386938
20,1980,289.857,290.7953111001538
21,1981,289.6,290.10235630862354
22,1983,290.769,291.0836564216476
23,1984,290.615,290.57175589382643
24,1985,288.736,290.58176801904807
25,1988,289.369,289.43388647607446
26,1990,291.142,290.6264045074736
27,1992,290.536,290.7496773191844
28,1993,288.381,290.5522152715205
29,1995,292.137,290.6421570642543
30,1997,293.223,291.88393603717117
31,2000,290.298,290.0645805087824
32,2002,291.529,290.8646042420397
33,2007,290.037,290.1672424143958
34,2008,290.27,290.192521222572
35,2010,289.717,288.86139059228805
36,2011,289.628,289.98327835977113
37,2013,290.902,290.1612686109454
38,2014,289.208,290.01216065131024
39,2018,291.362,289.9858289789173
