,pc1
0,15.91687164197174
1,1.3760536320251402
2,6.19526181361846
3,5.577451357794739
4,-0.9301913955462591
5,18.63319758860424
6,-7.367695676623141
7,5.7317555225715155
8,14.45365235085773
9,-29.41317684674489
10,3.0593596372123657
11,18.994870013260257
12,-14.167356354419994
13,-21.49357769611301
14,-2.8776995916952024
15,7.969063707716396
16,-17.304312336884657
17,16.560816416430733
18,-17.029245061843458
19,-3.8868938838850142
20,10.528528582604661
21,4.982147069509745
22,4.272822246088294
23,-3.7760565425536243
24,8.861742546192525
25,5.442555796026841
26,-5.416821198036555
27,4.152556962656189
28,-1.822549589206934
29,1.1661657658275868
30,-8.530821571316405
31,-3.082162542294046
32,-2.5778219497879875
33,-3.140083371409662
34,0.5461184872773319
35,-2.7141915421238703
36,-0.5313908638568545
37,-5.288824805232867
38,2.4050578240641025
39,-5.477132348380111
